"","Time_Interval","number_of_pickups","wDay","bikes_pickups","Rain.x","hour","Rain.y","Rain"
"1991",2014-07-22 00:00:00,5,"weekday",13,0,"00:00",0,"0"
"1992",2014-07-22 00:15:00,4,"weekday",12,0,"00:15",0,"0"
"1993",2014-07-22 00:30:00,5,"weekday",5,0,"00:30",0,"0"
"1994",2014-07-22 00:45:00,5,"weekday",3,0,"00:45",0,"0"
"1995",2014-07-22 01:00:00,1,"weekday",2,0,"01:00",0,"0"
"1996",2014-07-22 01:15:00,4,"weekday",2,0,"01:15",0,"0"
"1997",2014-07-22 01:30:00,3,"weekday",4,0,"01:30",0,"0"
"1998",2014-07-22 01:45:00,3,"weekday",4,0,"01:45",0,"0"
"1999",2014-07-22 02:00:00,3,"weekday",2,0,"02:00",0,"0"
"2000",2014-07-22 02:15:00,4,"weekday",3,0,"02:15",0,"0"
"2001",2014-07-22 02:30:00,3,"weekday",3,0,"02:30",0,"0"
"2002",2014-07-22 02:45:00,3,"weekday",47,0,"02:45",0,"0"
"2003",2014-07-22 03:00:00,3,"weekday",2,0,"03:00",0,"0"
"2004",2014-07-22 03:15:00,3,"weekday",1,0,"03:15",0,"0"
"2005",2014-07-22 03:30:00,1,"weekday",2,0,"03:30",0,"0"
"2006",2014-07-22 03:45:00,4,"weekday",2,0,"03:45",0,"0"
"2007",2014-07-22 04:00:00,4,"weekday",1,0,"04:00",0,"0"
"2008",2014-07-22 04:15:00,11,"weekday",2,0,"04:15",0,"0"
"2009",2014-07-22 04:30:00,3,"weekday",1,0,"04:30",0,"0"
"2010",2014-07-22 04:45:00,11,"weekday",2,0,"04:45",0,"0"
"2011",2014-07-22 05:00:00,8,"weekday",1,0,"05:00",0,"0"
"2012",2014-07-22 05:15:00,10,"weekday",3,0,"05:15",0,"0"
"2013",2014-07-22 05:30:00,15,"weekday",1,0,"05:30",0,"0"
"2014",2014-07-22 05:45:00,22,"weekday",9,0,"05:45",0,"0"
"2015",2014-07-22 06:00:00,10,"weekday",17,0,"06:00",0,"0"
"2016",2014-07-22 06:15:00,24,"weekday",29,0,"06:15",0,"0"
"2017",2014-07-22 06:30:00,24,"weekday",31,0,"06:30",0,"0"
"2018",2014-07-22 06:45:00,20,"weekday",42,0,"06:45",0,"0"
"2019",2014-07-22 07:00:00,28,"weekday",35,0,"07:00",0,"0"
"2020",2014-07-22 07:15:00,18,"weekday",48,0,"07:15",0,"0"
"2021",2014-07-22 07:30:00,22,"weekday",65,0,"07:30",0,"0"
"2022",2014-07-22 07:45:00,31,"weekday",70,0,"07:45",0,"0"
"2023",2014-07-22 08:00:00,40,"weekday",71,0,"08:00",0,"0"
"2024",2014-07-22 08:15:00,20,"weekday",82,0,"08:15",0,"0"
"2025",2014-07-22 08:30:00,29,"weekday",118,0,"08:30",0,"0"
"2026",2014-07-22 08:45:00,20,"weekday",107,0,"08:45",0,"0"
"2027",2014-07-22 09:00:00,30,"weekday",105,0,"09:00",0,"0"
"2028",2014-07-22 09:15:00,24,"weekday",71,0,"09:15",0,"0"
"2029",2014-07-22 09:30:00,17,"weekday",70,0,"09:30",0,"0"
"2030",2014-07-22 09:45:00,16,"weekday",54,0,"09:45",0,"0"
"2031",2014-07-22 10:00:00,34,"weekday",42,0,"10:00",0,"0"
"2032",2014-07-22 10:15:00,26,"weekday",41,0,"10:15",0,"0"
"2033",2014-07-22 10:30:00,21,"weekday",40,0,"10:30",0,"0"
"2034",2014-07-22 10:45:00,21,"weekday",26,0,"10:45",0,"0"
"2035",2014-07-22 11:00:00,22,"weekday",22,0,"11:00",0,"0"
"2036",2014-07-22 11:15:00,10,"weekday",30,0,"11:15",0,"0"
"2037",2014-07-22 11:30:00,36,"weekday",41,0,"11:30",0,"0"
"2038",2014-07-22 11:45:00,33,"weekday",33,0,"11:45",0,"0"
"2039",2014-07-22 12:00:00,35,"weekday",58,0,"12:00",0,"0"
"2040",2014-07-22 12:15:00,23,"weekday",54,0,"12:15",0,"0"
"2041",2014-07-22 12:30:00,24,"weekday",48,0,"12:30",0,"0"
"2042",2014-07-22 12:45:00,22,"weekday",56,0,"12:45",0,"0"
"2043",2014-07-22 13:00:00,37,"weekday",55,0,"13:00",0,"0"
"2044",2014-07-22 13:15:00,26,"weekday",43,0,"13:15",0,"0"
"2045",2014-07-22 13:30:00,33,"weekday",58,0,"13:30",0,"0"
"2046",2014-07-22 13:45:00,21,"weekday",50,0,"13:45",0,"0"
"2047",2014-07-22 14:00:00,31,"weekday",45,0,"14:00",0,"0"
"2048",2014-07-22 14:15:00,39,"weekday",53,0,"14:15",0,"0"
"2049",2014-07-22 14:30:00,32,"weekday",56,0,"14:30",0,"0"
"2050",2014-07-22 14:45:00,30,"weekday",51,0,"14:45",0,"0"
"2051",2014-07-22 15:00:00,42,"weekday",38,0,"15:00",0,"0"
"2052",2014-07-22 15:15:00,49,"weekday",44,0,"15:15",0,"0"
"2053",2014-07-22 15:30:00,45,"weekday",60,0,"15:30",0,"0"
"2054",2014-07-22 15:45:00,42,"weekday",72,0,"15:45",0,"0"
"2055",2014-07-22 16:00:00,54,"weekday",46,0,"16:00",0,"0"
"2056",2014-07-22 16:15:00,46,"weekday",84,0,"16:15",0,"0"
"2057",2014-07-22 16:30:00,57,"weekday",83,0,"16:30",0,"0"
"2058",2014-07-22 16:45:00,48,"weekday",118,0,"16:45",0,"0"
"2059",2014-07-22 17:00:00,62,"weekday",172,0,"17:00",0,"0"
"2060",2014-07-22 17:15:00,55,"weekday",179,0,"17:15",0,"0"
"2061",2014-07-22 17:30:00,43,"weekday",188,0,"17:30",0,"0"
"2062",2014-07-22 17:45:00,68,"weekday",201,0,"17:45",0,"0"
"2063",2014-07-22 18:00:00,62,"weekday",200,0,"18:00",0,"0"
"2064",2014-07-22 18:15:00,48,"weekday",187,0,"18:15",0,"0"
"2065",2014-07-22 18:30:00,44,"weekday",160,0,"18:30",0,"0"
"2066",2014-07-22 18:45:00,56,"weekday",147,0,"18:45",0,"0"
"2067",2014-07-22 19:00:00,50,"weekday",136,0,"19:00",0,"0"
"2068",2014-07-22 19:15:00,47,"weekday",131,0,"19:15",0,"0"
"2069",2014-07-22 19:30:00,46,"weekday",118,0,"19:30",0,"0"
"2070",2014-07-22 19:45:00,41,"weekday",117,0,"19:45",0,"0"
"2071",2014-07-22 20:00:00,51,"weekday",109,0,"20:00",0,"0"
"2072",2014-07-22 20:15:00,39,"weekday",77,0,"20:15",0,"0"
"2073",2014-07-22 20:30:00,36,"weekday",73,0,"20:30",0,"0"
"2074",2014-07-22 20:45:00,43,"weekday",52,0,"20:45",0,"0"
"2075",2014-07-22 21:00:00,46,"weekday",60,0,"21:00",0,"0"
"2076",2014-07-22 21:15:00,29,"weekday",54,0,"21:15",0,"0"
"2077",2014-07-22 21:30:00,33,"weekday",34,0,"21:30",0,"0"
"2078",2014-07-22 21:45:00,31,"weekday",36,0,"21:45",0,"0"
"2079",2014-07-22 22:00:00,34,"weekday",37,0,"22:00",0,"0"
"2080",2014-07-22 22:15:00,34,"weekday",28,0,"22:15",0,"0"
"2081",2014-07-22 22:30:00,18,"weekday",18,0,"22:30",0,"0"
"2082",2014-07-22 22:45:00,21,"weekday",29,0,"22:45",0,"0"
"2083",2014-07-22 23:00:00,23,"weekday",16,0,"23:00",0,"0"
"2084",2014-07-22 23:15:00,18,"weekday",22,0,"23:15",0,"0"
"2085",2014-07-22 23:30:00,11,"weekday",23,0,"23:30",0,"0"
"2086",2014-07-22 23:45:00,13,"weekday",16,0,"23:45",0,"0"
"2087",2014-07-23 00:00:00,2,"weekday",10,0,"00:00",0,"0"
"2088",2014-07-23 00:15:00,4,"weekday",10,0,"00:15",0,"0"
"2089",2014-07-23 00:30:00,4,"weekday",10,0,"00:30",0,"0"
"2090",2014-07-23 00:45:00,8,"weekday",3,0,"00:45",0,"0"
"2091",2014-07-23 01:00:00,4,"weekday",8,0,"01:00",0,"0"
"2092",2014-07-23 01:15:00,3,"weekday",2,0,"01:15",0,"0"
"2093",2014-07-23 01:30:00,3,"weekday",3,0,"01:30",0,"0"
"2094",2014-07-23 01:45:00,7,"weekday",1,0,"01:45",0,"0"
"2095",2014-07-23 02:00:00,3,"weekday",2,0,"02:00",0,"0"
"2096",2014-07-23 02:15:00,3,"weekday",2,0,"02:15",0,"0"
"2097",2014-07-23 02:30:00,3,"weekday",47,0,"02:30",0,"0"
"2098",2014-07-23 03:00:00,2,"weekday",1,0,"03:00",0,"0"
"2099",2014-07-23 03:15:00,5,"weekday",1,0,"03:15",0,"0"
"2100",2014-07-23 03:30:00,4,"weekday",47,0,"03:30",0,"0"
"2101",2014-07-23 03:45:00,3,"weekday",47,0,"03:45",0,"0"
"2102",2014-07-23 04:00:00,6,"weekday",1,0,"04:00",0,"0"
"2103",2014-07-23 04:15:00,10,"weekday",3,0,"04:15",0,"0"
"2104",2014-07-23 04:30:00,10,"weekday",1,0,"04:30",0,"0"
"2105",2014-07-23 04:45:00,7,"weekday",2,0,"04:45",0,"0"
"2106",2014-07-23 05:00:00,10,"weekday",4,0,"05:00",0,"0"
"2107",2014-07-23 05:15:00,6,"weekday",8,0,"05:15",0,"0"
"2108",2014-07-23 05:30:00,15,"weekday",7,0,"05:30",0,"0"
"2109",2014-07-23 05:45:00,16,"weekday",6,0,"05:45",0,"0"
"2110",2014-07-23 06:00:00,17,"weekday",13,0,"06:00",0,"0"
"2111",2014-07-23 06:15:00,17,"weekday",23,0,"06:15",0,"0"
"2112",2014-07-23 06:30:00,27,"weekday",34,0,"06:30",0,"0"
"2113",2014-07-23 06:45:00,26,"weekday",35,0,"06:45",0,"0"
"2114",2014-07-23 07:00:00,22,"weekday",32,0,"07:00",0,"0"
"2115",2014-07-23 07:15:00,24,"weekday",61,0,"07:15",0,"0"
"2116",2014-07-23 07:30:00,15,"weekday",63,0,"07:30",0,"0"
"2117",2014-07-23 07:45:00,17,"weekday",69,0,"07:45",0,"0"
"2118",2014-07-23 08:00:00,25,"weekday",64,0,"08:00",0,"0"
"2119",2014-07-23 08:15:00,28,"weekday",70,0,"08:15",0,"0"
"2120",2014-07-23 08:30:00,28,"weekday",106,0,"08:30",0,"0"
"2121",2014-07-23 08:45:00,28,"weekday",123,0,"08:45",0,"0"
"2122",2014-07-23 09:00:00,26,"weekday",83,0,"09:00",0,"0"
"2123",2014-07-23 09:15:00,24,"weekday",79,0,"09:15",0,"0"
"2124",2014-07-23 09:30:00,29,"weekday",71,0,"09:30",0,"0"
"2125",2014-07-23 09:45:00,22,"weekday",59,0,"09:45",0,"0"
"2126",2014-07-23 10:00:00,22,"weekday",54,0,"10:00",0,"0"
"2127",2014-07-23 10:15:00,29,"weekday",28,0,"10:15",0,"0"
"2128",2014-07-23 10:30:00,33,"weekday",36,0,"10:30",0,"0"
"2129",2014-07-23 10:45:00,26,"weekday",31,0,"10:45",0,"0"
"2130",2014-07-23 11:00:00,24,"weekday",34,0,"11:00",0,"0"
"2131",2014-07-23 11:15:00,22,"weekday",33,0,"11:15",0,"0"
"2132",2014-07-23 11:30:00,25,"weekday",40,0,"11:30",0,"0"
"2133",2014-07-23 11:45:00,36,"weekday",48,0,"11:45",0,"0"
"2134",2014-07-23 12:00:00,37,"weekday",52,0,"12:00",0,"0"
"2135",2014-07-23 12:15:00,19,"weekday",47,0,"12:15",0,"0"
"2136",2014-07-23 12:30:00,33,"weekday",57,0,"12:30",0,"0"
"2137",2014-07-23 12:45:00,30,"weekday",44,0,"12:45",0,"0"
"2138",2014-07-23 13:00:00,36,"weekday",49,0,"13:00",0,"0"
"2139",2014-07-23 13:15:00,35,"weekday",42,0,"13:15",0,"0"
"2140",2014-07-23 13:30:00,35,"weekday",52,0,"13:30",0,"0"
"2141",2014-07-23 13:45:00,32,"weekday",47,0,"13:45",0,"0"
"2142",2014-07-23 14:00:00,42,"weekday",41,0,"14:00",0,"0"
"2143",2014-07-23 14:15:00,39,"weekday",39,0,"14:15",0,"0"
"2144",2014-07-23 14:30:00,41,"weekday",47,0,"14:30",0,"0"
"2145",2014-07-23 14:45:00,41,"weekday",38,0,"14:45",0,"0"
"2146",2014-07-23 15:00:00,60,"weekday",49,0,"15:00",0,"0"
"2147",2014-07-23 15:15:00,55,"weekday",50,0,"15:15",0,"0"
"2148",2014-07-23 15:30:00,55,"weekday",42,0,"15:30",0,"0"
"2149",2014-07-23 15:45:00,56,"weekday",54,0,"15:45",0,"0"
"2150",2014-07-23 16:00:00,50,"weekday",62,0,"16:00",0,"0"
"2151",2014-07-23 16:15:00,68,"weekday",79,0,"16:15",0,"0"
"2152",2014-07-23 16:30:00,68,"weekday",81,0,"16:30",0,"0"
"2153",2014-07-23 16:45:00,73,"weekday",87,0,"16:45",0,"0"
"2154",2014-07-23 17:00:00,69,"weekday",169,0,"17:00",0,"0"
"2155",2014-07-23 17:15:00,74,"weekday",169,0,"17:15",0,"0"
"2156",2014-07-23 17:30:00,62,"weekday",146,0,"17:30",0,"0"
"2157",2014-07-23 17:45:00,78,"weekday",180,0,"17:45",0,"0"
"2158",2014-07-23 18:00:00,75,"weekday",165,0,"18:00",0,"0"
"2159",2014-07-23 18:15:00,67,"weekday",174,0,"18:15",0,"0"
"2160",2014-07-23 18:30:00,47,"weekday",175,0,"18:30",0,"0"
"2161",2014-07-23 18:45:00,57,"weekday",159,0,"18:45",0,"0"
"2162",2014-07-23 19:00:00,52,"weekday",128,0,"19:00",0,"0"
"2163",2014-07-23 19:15:00,58,"weekday",128,0,"19:15",0,"0"
"2164",2014-07-23 19:30:00,76,"weekday",89,0,"19:30",0,"0"
"2165",2014-07-23 19:45:00,75,"weekday",74,0,"19:45",0,"0"
"2166",2014-07-23 20:00:00,66,"weekday",62,0,"20:00",0,"0"
"2167",2014-07-23 20:15:00,56,"weekday",70,0,"20:15",0,"0"
"2168",2014-07-23 20:30:00,60,"weekday",52,0,"20:30",0,"0"
"2169",2014-07-23 20:45:00,77,"weekday",5,0,"20:45",0,"0"
"2170",2014-07-23 21:00:00,52,"weekday",22,0,"21:00",0,"0"
"2171",2014-07-23 21:15:00,39,"weekday",21,0,"21:15",0,"0"
"2172",2014-07-23 21:30:00,55,"weekday",21,0,"21:30",0,"0"
"2173",2014-07-23 21:45:00,47,"weekday",15,0,"21:45",0,"0"
"2174",2014-07-23 22:00:00,60,"weekday",14,0,"22:00",0,"0"
"2175",2014-07-23 22:15:00,52,"weekday",13,0,"22:15",0,"0"
"2176",2014-07-23 22:30:00,34,"weekday",9,0,"22:30",0,"0"
"2177",2014-07-23 22:45:00,44,"weekday",13,0,"22:45",0,"0"
"2178",2014-07-23 23:00:00,25,"weekday",11,0,"23:00",0,"0"
"2179",2014-07-23 23:15:00,14,"weekday",14,0,"23:15",0,"0"
"2180",2014-07-23 23:30:00,15,"weekday",9,0,"23:30",0,"0"
"2181",2014-07-23 23:45:00,11,"weekday",9,0,"23:45",0,"0"
"2182",2014-07-24 00:00:00,3,"weekday",7,0,"00:00",0,"0"
"2183",2014-07-24 00:15:00,8,"weekday",2,0,"00:15",0,"0"
"2184",2014-07-24 00:30:00,8,"weekday",2,0,"00:30",0,"0"
"2185",2014-07-24 00:45:00,10,"weekday",7,0,"00:45",0,"0"
"2186",2014-07-24 01:00:00,3,"weekday",1,1,"01:00",1,"1"
"2187",2014-07-24 01:15:00,2,"weekday",47,1,"01:15",1,"1"
"2188",2014-07-24 01:30:00,5,"weekday",4,1,"01:30",1,"1"
"2189",2014-07-24 01:45:00,1,"weekday",3,1,"01:45",1,"1"
"2190",2014-07-24 02:00:00,4,"weekday",1,1,"02:00",1,"1"
"2191",2014-07-24 02:15:00,2,"weekday",1,1,"02:15",1,"1"
"2192",2014-07-24 02:30:00,2,"weekday",3,1,"02:30",1,"1"
"2193",2014-07-24 02:45:00,3,"weekday",1,1,"02:45",1,"1"
"2194",2014-07-24 03:00:00,7,"weekday",3,1,"03:00",1,"1"
"2195",2014-07-24 03:15:00,7,"weekday",47,1,"03:15",1,"1"
"2196",2014-07-24 03:30:00,5,"weekday",47,1,"03:30",1,"1"
"2197",2014-07-24 03:45:00,6,"weekday",2,1,"03:45",1,"1"
"2198",2014-07-24 04:00:00,11,"weekday",47,1,"04:00",1,"1"
"2199",2014-07-24 04:15:00,8,"weekday",47,1,"04:15",1,"1"
"2200",2014-07-24 04:30:00,11,"weekday",47,1,"04:30",1,"1"
"2201",2014-07-24 04:45:00,10,"weekday",3,1,"04:45",1,"1"
"2202",2014-07-24 05:00:00,10,"weekday",1,1,"05:00",1,"1"
"2203",2014-07-24 05:15:00,8,"weekday",4,1,"05:15",1,"1"
"2204",2014-07-24 05:30:00,18,"weekday",4,1,"05:30",1,"1"
"2205",2014-07-24 05:45:00,15,"weekday",7,1,"05:45",1,"1"
"2206",2014-07-24 06:00:00,18,"weekday",11,0,"06:00",0,"0"
"2207",2014-07-24 06:15:00,18,"weekday",23,0,"06:15",0,"0"
"2208",2014-07-24 06:30:00,21,"weekday",26,0,"06:30",0,"0"
"2209",2014-07-24 06:45:00,12,"weekday",35,0,"06:45",0,"0"
"2210",2014-07-24 07:00:00,26,"weekday",34,0,"07:00",0,"0"
"2211",2014-07-24 07:15:00,25,"weekday",43,0,"07:15",0,"0"
"2212",2014-07-24 07:30:00,16,"weekday",59,0,"07:30",0,"0"
"2213",2014-07-24 07:45:00,15,"weekday",63,0,"07:45",0,"0"
"2214",2014-07-24 08:00:00,26,"weekday",77,0,"08:00",0,"0"
"2215",2014-07-24 08:15:00,26,"weekday",86,0,"08:15",0,"0"
"2216",2014-07-24 08:30:00,30,"weekday",88,0,"08:30",0,"0"
"2217",2014-07-24 08:45:00,32,"weekday",114,0,"08:45",0,"0"
"2218",2014-07-24 09:00:00,30,"weekday",119,0,"09:00",0,"0"
"2219",2014-07-24 09:15:00,35,"weekday",81,0,"09:15",0,"0"
"2220",2014-07-24 09:30:00,29,"weekday",67,0,"09:30",0,"0"
"2221",2014-07-24 09:45:00,17,"weekday",34,0,"09:45",0,"0"
"2222",2014-07-24 10:00:00,29,"weekday",30,0,"10:00",0,"0"
"2223",2014-07-24 10:15:00,22,"weekday",46,0,"10:15",0,"0"
"2224",2014-07-24 10:30:00,19,"weekday",40,0,"10:30",0,"0"
"2225",2014-07-24 10:45:00,21,"weekday",31,0,"10:45",0,"0"
"2226",2014-07-24 11:00:00,26,"weekday",33,0,"11:00",0,"0"
"2227",2014-07-24 11:15:00,32,"weekday",34,0,"11:15",0,"0"
"2228",2014-07-24 11:30:00,27,"weekday",48,0,"11:30",0,"0"
"2229",2014-07-24 11:45:00,27,"weekday",46,0,"11:45",0,"0"
"2230",2014-07-24 12:00:00,26,"weekday",68,0,"12:00",0,"0"
"2231",2014-07-24 12:15:00,30,"weekday",49,0,"12:15",0,"0"
"2232",2014-07-24 12:30:00,21,"weekday",48,0,"12:30",0,"0"
"2233",2014-07-24 12:45:00,16,"weekday",61,0,"12:45",0,"0"
"2234",2014-07-24 13:00:00,28,"weekday",72,0,"13:00",0,"0"
"2235",2014-07-24 13:15:00,30,"weekday",58,0,"13:15",0,"0"
"2236",2014-07-24 13:30:00,28,"weekday",45,0,"13:30",0,"0"
"2237",2014-07-24 13:45:00,24,"weekday",60,0,"13:45",0,"0"
"2238",2014-07-24 14:00:00,45,"weekday",58,0,"14:00",0,"0"
"2239",2014-07-24 14:15:00,36,"weekday",39,0,"14:15",0,"0"
"2240",2014-07-24 14:30:00,33,"weekday",54,0,"14:30",0,"0"
"2241",2014-07-24 14:45:00,41,"weekday",54,0,"14:45",0,"0"
"2242",2014-07-24 15:00:00,43,"weekday",49,0,"15:00",0,"0"
"2243",2014-07-24 15:15:00,39,"weekday",62,0,"15:15",0,"0"
"2244",2014-07-24 15:30:00,37,"weekday",70,0,"15:30",0,"0"
"2245",2014-07-24 15:45:00,58,"weekday",70,0,"15:45",0,"0"
"2246",2014-07-24 16:00:00,67,"weekday",75,0,"16:00",0,"0"
"2247",2014-07-24 16:15:00,55,"weekday",99,0,"16:15",0,"0"
"2248",2014-07-24 16:30:00,60,"weekday",113,0,"16:30",0,"0"
"2249",2014-07-24 16:45:00,58,"weekday",106,0,"16:45",0,"0"
"2250",2014-07-24 17:00:00,57,"weekday",180,1,"17:00",1,"1"
"2251",2014-07-24 17:15:00,56,"weekday",178,1,"17:15",1,"1"
"2252",2014-07-24 17:30:00,72,"weekday",183,1,"17:30",1,"1"
"2253",2014-07-24 17:45:00,83,"weekday",196,1,"17:45",1,"1"
"2254",2014-07-24 18:00:00,52,"weekday",193,0,"18:00",0,"0"
"2255",2014-07-24 18:15:00,76,"weekday",167,0,"18:15",0,"0"
"2256",2014-07-24 18:30:00,76,"weekday",154,0,"18:30",0,"0"
"2257",2014-07-24 18:45:00,61,"weekday",143,0,"18:45",0,"0"
"2258",2014-07-24 19:00:00,51,"weekday",128,0,"19:00",0,"0"
"2259",2014-07-24 19:15:00,56,"weekday",106,0,"19:15",0,"0"
"2260",2014-07-24 19:30:00,77,"weekday",112,0,"19:30",0,"0"
"2261",2014-07-24 19:45:00,70,"weekday",83,0,"19:45",0,"0"
"2262",2014-07-24 20:00:00,64,"weekday",70,0,"20:00",0,"0"
"2263",2014-07-24 20:15:00,70,"weekday",71,0,"20:15",0,"0"
"2264",2014-07-24 20:30:00,46,"weekday",58,0,"20:30",0,"0"
"2265",2014-07-24 20:45:00,48,"weekday",66,0,"20:45",0,"0"
"2266",2014-07-24 21:00:00,35,"weekday",44,0,"21:00",0,"0"
"2267",2014-07-24 21:15:00,64,"weekday",50,0,"21:15",0,"0"
"2268",2014-07-24 21:30:00,43,"weekday",42,0,"21:30",0,"0"
"2269",2014-07-24 21:45:00,46,"weekday",37,0,"21:45",0,"0"
"2270",2014-07-24 22:00:00,47,"weekday",42,0,"22:00",0,"0"
"2271",2014-07-24 22:15:00,49,"weekday",41,0,"22:15",0,"0"
"2272",2014-07-24 22:30:00,31,"weekday",27,0,"22:30",0,"0"
"2273",2014-07-24 22:45:00,39,"weekday",10,0,"22:45",0,"0"
"2274",2014-07-24 23:00:00,39,"weekday",21,0,"23:00",0,"0"
"2275",2014-07-24 23:15:00,32,"weekday",27,0,"23:15",0,"0"
"2276",2014-07-24 23:30:00,33,"weekday",19,0,"23:30",0,"0"
"2277",2014-07-24 23:45:00,25,"weekday",15,0,"23:45",0,"0"
"2278",2014-07-25 00:00:00,13,"weekday",16,0,"00:00",0,"0"
"2279",2014-07-25 00:15:00,9,"weekday",15,0,"00:15",0,"0"
"2280",2014-07-25 00:30:00,11,"weekday",7,0,"00:30",0,"0"
"2281",2014-07-25 00:45:00,19,"weekday",6,0,"00:45",0,"0"
"2282",2014-07-25 01:00:00,12,"weekday",8,0,"01:00",0,"0"
"2283",2014-07-25 01:15:00,14,"weekday",5,0,"01:15",0,"0"
"2284",2014-07-25 01:30:00,9,"weekday",3,0,"01:30",0,"0"
"2285",2014-07-25 01:45:00,5,"weekday",4,0,"01:45",0,"0"
"2286",2014-07-25 02:00:00,7,"weekday",2,0,"02:00",0,"0"
"2287",2014-07-25 02:15:00,10,"weekday",47,0,"02:15",0,"0"
"2288",2014-07-25 02:45:00,7,"weekday",2,0,"02:45",0,"0"
"2289",2014-07-25 03:00:00,4,"weekday",3,1,"03:00",1,"1"
"2290",2014-07-25 03:15:00,3,"weekday",1,1,"03:15",1,"1"
"2291",2014-07-25 03:30:00,6,"weekday",47,1,"03:30",1,"1"
"2292",2014-07-25 03:45:00,8,"weekday",1,1,"03:45",1,"1"
"2293",2014-07-25 04:00:00,10,"weekday",47,1,"04:00",1,"1"
"2294",2014-07-25 04:15:00,11,"weekday",1,1,"04:15",1,"1"
"2295",2014-07-25 04:30:00,9,"weekday",3,1,"04:30",1,"1"
"2296",2014-07-25 04:45:00,4,"weekday",1,1,"04:45",1,"1"
"2297",2014-07-25 05:00:00,7,"weekday",47,1,"05:00",1,"1"
"2298",2014-07-25 05:15:00,14,"weekday",5,1,"05:15",1,"1"
"2299",2014-07-25 05:30:00,14,"weekday",4,1,"05:30",1,"1"
"2300",2014-07-25 05:45:00,18,"weekday",47,1,"05:45",1,"1"
"2301",2014-07-25 06:00:00,16,"weekday",11,0,"06:00",0,"0"
"2302",2014-07-25 06:15:00,18,"weekday",20,0,"06:15",0,"0"
"2303",2014-07-25 06:30:00,8,"weekday",31,0,"06:30",0,"0"
"2304",2014-07-25 06:45:00,17,"weekday",39,0,"06:45",0,"0"
"2305",2014-07-25 07:00:00,21,"weekday",39,0,"07:00",0,"0"
"2306",2014-07-25 07:15:00,22,"weekday",47,0,"07:15",0,"0"
"2307",2014-07-25 07:30:00,17,"weekday",52,0,"07:30",0,"0"
"2308",2014-07-25 07:45:00,19,"weekday",69,0,"07:45",0,"0"
"2309",2014-07-25 08:00:00,14,"weekday",56,0,"08:00",0,"0"
"2310",2014-07-25 08:15:00,25,"weekday",75,0,"08:15",0,"0"
"2311",2014-07-25 08:30:00,30,"weekday",99,0,"08:30",0,"0"
"2312",2014-07-25 08:45:00,19,"weekday",107,0,"08:45",0,"0"
"2313",2014-07-25 09:00:00,25,"weekday",93,0,"09:00",0,"0"
"2314",2014-07-25 09:15:00,15,"weekday",78,0,"09:15",0,"0"
"2315",2014-07-25 09:30:00,30,"weekday",56,0,"09:30",0,"0"
"2316",2014-07-25 09:45:00,19,"weekday",55,0,"09:45",0,"0"
"2317",2014-07-25 10:00:00,19,"weekday",57,0,"10:00",0,"0"
"2318",2014-07-25 10:15:00,22,"weekday",39,0,"10:15",0,"0"
"2319",2014-07-25 10:30:00,19,"weekday",41,0,"10:30",0,"0"
"2320",2014-07-25 10:45:00,27,"weekday",38,0,"10:45",0,"0"
"2321",2014-07-25 11:00:00,24,"weekday",41,0,"11:00",0,"0"
"2322",2014-07-25 11:15:00,25,"weekday",61,0,"11:15",0,"0"
"2323",2014-07-25 11:30:00,22,"weekday",67,0,"11:30",0,"0"
"2324",2014-07-25 11:45:00,22,"weekday",47,0,"11:45",0,"0"
"2325",2014-07-25 12:00:00,24,"weekday",84,0,"12:00",0,"0"
"2326",2014-07-25 12:15:00,20,"weekday",60,0,"12:15",0,"0"
"2327",2014-07-25 12:30:00,21,"weekday",75,0,"12:30",0,"0"
"2328",2014-07-25 12:45:00,24,"weekday",85,0,"12:45",0,"0"
"2329",2014-07-25 13:00:00,24,"weekday",71,0,"13:00",0,"0"
"2330",2014-07-25 13:15:00,23,"weekday",73,0,"13:15",0,"0"
"2331",2014-07-25 13:30:00,28,"weekday",77,0,"13:30",0,"0"
"2332",2014-07-25 13:45:00,16,"weekday",72,0,"13:45",0,"0"
"2333",2014-07-25 14:00:00,38,"weekday",71,0,"14:00",0,"0"
"2334",2014-07-25 14:15:00,39,"weekday",69,0,"14:15",0,"0"
"2335",2014-07-25 14:30:00,36,"weekday",97,0,"14:30",0,"0"
"2336",2014-07-25 14:45:00,36,"weekday",92,0,"14:45",0,"0"
"2337",2014-07-25 15:00:00,34,"weekday",58,0,"15:00",0,"0"
"2338",2014-07-25 15:15:00,32,"weekday",88,0,"15:15",0,"0"
"2339",2014-07-25 15:30:00,42,"weekday",75,0,"15:30",0,"0"
"2340",2014-07-25 15:45:00,32,"weekday",89,0,"15:45",0,"0"
"2341",2014-07-25 16:00:00,51,"weekday",89,0,"16:00",0,"0"
"2342",2014-07-25 16:15:00,40,"weekday",114,0,"16:15",0,"0"
"2343",2014-07-25 16:30:00,50,"weekday",158,0,"16:30",0,"0"
"2344",2014-07-25 16:45:00,49,"weekday",145,0,"16:45",0,"0"
"2345",2014-07-25 17:00:00,49,"weekday",164,0,"17:00",0,"0"
"2346",2014-07-25 17:15:00,59,"weekday",188,0,"17:15",0,"0"
"2347",2014-07-25 17:30:00,49,"weekday",164,0,"17:30",0,"0"
